Name,BR ID,Hit streaks (old to new),No hit streaks (old to new),Avg. hit streak-length,Avg. no-hit streak-length,Current hit streak type,Current hit streak,Strikeout streaks (old to new),No strikeout streaks (old to new),Avg. strikeout streak length,Avg. no strikeout streak length,Current strikeout streak type,Current strikeout streak,Exception Message
Matt Duffy,duffyma01,"[3, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 3, 1, 2, 2, 1, 1, 2]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 2, 3, 1, 2, 2, 4, 2, 1]",1.625,1.608695652173913,hit streak,2,"[1, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]","[2, 1, 1, 2, 1, 2, 1, 1, 3, 1, 3, 1, 3, 5, 4, 1, 2, 5, 1, 2, 2, 1]",1.3478260869565217,2.0454545454545454,strikeout streak,1,
Jake McCarthy,mccarja02,"[1, 2, 1, 1, 1, 1, 4, 1, 2, 6, 2, 6, 4, 1, 3, 1, 3, 1, 2, 2]","[2, 1, 2, 1, 9, 2, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2, 5, 1, 4, 7]",2.25,2.380952380952381,dry streak,7,"[2, 1, 1, 2, 1, 1, 3, 1, 2, 1, 3, 1, 7, 1, 3, 4, 2, 2, 1, 2, 1, 1, 1, 1]","[1, 3, 1, 2, 3, 2, 1, 3, 5, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 7, 2, 2, 3, 1]",1.875,2.0833333333333335,no strikeout streak,1,
Corey Dickerson,dickeco01,"[2, 6, 2, 5, 1, 3, 3, 6, 2]","[2, 1, 2, 2, 1, 1, 4, 4, 2, 1]",3.3333333333333335,2.0,dry streak,1,"[1, 4, 1, 2, 2, 1, 2, 5, 1, 1, 1, 2]","[1, 1, 2, 1, 2, 1, 5, 2, 6, 1, 3, 1, 1]",1.9166666666666667,2.076923076923077,no strikeout streak,1,
Marcus Semien,semiema01,"[3, 1, 2, 1, 6, 4, 2, 6, 25, 2, 1, 1, 4, 6, 2, 1, 1, 4, 5, 7, 1, 6, 4, 3, 1, 2, 3, 2, 2, 5, 2]","[2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",3.7096774193548385,1.3666666666666667,hit streak,2,"[4, 2, 1, 3, 2, 4, 1, 6, 1, 2, 3, 3, 1, 3, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 3, 1, 1, 2, 1, 8, 1, 1, 2, 1, 4, 1, 4]","[1, 1, 1, 5, 1, 1, 4, 2, 2, 3, 1, 1, 4, 1, 2, 1, 1, 3, 2, 3, 1, 1, 5, 3, 2, 3, 3, 1, 2, 1, 1, 3, 1, 4, 1, 1, 2]",2.1315789473684212,2.027027027027027,strikeout streak,4,
Dylan Carlson,carlsdy01,"[1, 3, 2, 5, 1, 5, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 5, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 3, 4, 1, 1, 4, 1, 2]",1.7619047619047619,1.7727272727272727,dry streak,2,"[4, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 3, 1, 4, 1, 2, 3, 1]","[5, 1, 1, 1, 3, 1, 1, 2, 1, 3, 1, 1, 2, 1, 2, 5, 1, 2, 6, 1]",1.8421052631578947,2.05,no strikeout streak,1,
Jake Fraley,fraleja01,"[4, 3, 1, 1, 5, 1, 1, 4, 2, 3, 1, 1, 1, 4, 1, 5, 3, 1, 1, 1, 2, 1, 5, 1, 2, 2, 2, 2, 1]","[2, 2, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 2, 3, 1, 4]",2.1379310344827585,1.6551724137931034,dry streak,4,"[1, 2, 2, 1, 4, 1, 1, 1, 2, 1, 3, 1, 1, 5, 1, 1, 1, 1, 1, 7, 1, 3, 2, 1, 2, 5, 1, 1]","[2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 4, 4, 1, 2, 2, 2, 4, 6, 3, 2, 1, 1, 2, 2, 3, 2]",1.9285714285714286,2.074074074074074,strikeout streak,1,
Gavin Sheets,sheetga01,"[1, 3, 2, 3, 2, 4, 4, 2, 3, 2, 3, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 3, 2]","[2, 1, 3, 2, 1, 2, 2, 1, 2, 5, 4, 3, 2, 3, 2, 1, 3, 3, 2, 1, 1, 2, 5, 2, 1, 1, 4]",1.9615384615384615,2.259259259259259,dry streak,4,"[1, 1, 1, 2, 1, 1, 4, 2, 2, 1, 5, 3, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 4, 2, 2, 2, 1]","[1, 4, 4, 1, 1, 1, 3, 2, 4, 3, 2, 2, 1, 2, 1, 3, 1, 2, 1, 2, 1, 2, 3, 7, 3, 1, 4, 1]",1.75,2.25,no strikeout streak,1,
Jorge Mateo,mateojo01,"[1, 2, 1, 2, 4, 8, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 1, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 5, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 4, 5, 3, 1, 1, 3, 3, 4, 2, 1, 1, 2]",1.6875,1.8387096774193548,hit streak,1,"[2, 4, 1, 1, 1, 1, 5, 1, 1, 1, 2, 4, 2, 3, 1, 2, 3, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2, 2]","[1, 1, 1, 6, 1, 1, 2, 1, 1, 3, 1, 1, 2, 2, 3, 2, 1, 2, 2, 1, 2, 2, 3, 4, 5, 1, 1, 2, 2]",1.9285714285714286,1.9655172413793103,no strikeout streak,2,
Tommy Edman,edmanto01,"[5, 1, 1, 2, 1, 1, 2, 2, 1, 3, 3, 2, 2, 1, 1, 2, 1, 2, 1, 5, 3, 1, 4, 6, 1, 2, 1, 3, 8, 1, 1, 3, 2]","[2, 2, 2, 2, 1, 2, 2, 1, 4, 1, 2, 1, 1, 4, 1, 3, 2, 1, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",2.272727272727273,1.696969696969697,dry streak,1,"[3, 1, 1, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 3, 1, 2, 2, 3, 1, 1, 1, 1, 2, 2, 1, 4]","[1, 2, 3, 2, 6, 1, 1, 2, 1, 4, 1, 2, 1, 1, 1, 4, 1, 1, 3, 2, 1, 1, 3, 3, 2, 4, 1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 1]",1.6486486486486487,1.8918918918918919,no strikeout streak,1,
Emmanuel Rivera,riverem01,"[5, 2, 1, 2, 6, 5, 2, 1, 1, 1, 2, 1, 2, 6, 1, 2, 2, 1, 1]","[1, 1, 2, 4, 1, 1, 3, 1, 1, 1, 3, 1, 2, 10, 3, 2, 1, 1]",2.3157894736842106,2.1666666666666665,hit streak,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 12, 2, 5, 3, 1, 1, 1]","[4, 1, 3, 1, 2, 1, 2, 3, 1, 2, 1, 1, 3, 3, 7, 3, 3, 1]",2.411764705882353,2.3333333333333335,no strikeout streak,1,
Aledmys Diaz,diazal02,"[2, 1, 1, 3, 2, 2, 1, 2, 4, 3, 7, 1, 2, 2, 1, 1, 1, 1, 2, 2, 4, 3, 1, 1, 3]","[4, 3, 1, 5, 2, 1, 1, 1, 5, 2, 6, 2, 1, 1, 1, 2, 2, 1, 1, 1, 4, 1, 1, 2, 1]",2.12,2.08,dry streak,1,"[4, 5, 1, 3, 3, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2]","[1, 2, 2, 3, 1, 2, 2, 5, 3, 1, 2, 1, 1, 1, 3, 1, 4, 2, 2, 1, 3, 1, 2, 2, 1, 4, 2]",1.8518518518518519,2.037037037037037,no strikeout streak,2,
Josh Harrison,harrijo05,"[1, 1, 2, 1, 1, 2, 1, 4, 1]","[1, 3, 2, 2, 3, 7, 2, 1, 1, 4]",1.5555555555555556,2.6,dry streak,4,"[1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 2]","[4, 1, 1, 1, 1, 3, 2, 1, 3, 1, 4, 2]",1.4545454545454546,2.0,no strikeout streak,2,
Vladimir Guerrero Jr.,guerrvl02,"[1, 8, 5, 1, 6, 1, 5, 6, 1, 4, 1, 1, 5, 2, 3, 1, 2, 1, 3, 2, 1, 4, 1, 1, 2, 5, 1, 2, 4, 2, 1, 12, 3, 2, 5, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 3, 3]",2.9722222222222223,1.2571428571428571,hit streak,2,"[1, 2, 4, 1, 2, 1, 3, 5, 3, 3, 2, 3, 1, 1, 3, 3, 1, 1, 2, 1, 3, 4, 6, 2, 1, 1, 1, 3, 1, 3, 1, 2, 1]","[1, 5, 4, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 1, 2, 3, 2, 2, 1, 4, 1, 5, 2, 1, 2, 1, 3, 6, 4, 2, 1, 8]",2.1818181818181817,2.323529411764706,no strikeout streak,8,
Nick Maton,matonni01,"[1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 1, 3, 1, 1]","[4, 1, 1, 6, 1, 1, 1, 4, 1, 5, 1, 1, 3, 2, 1, 1, 1, 1, 5, 3, 1, 3, 2, 1, 2, 1, 3]",1.3846153846153846,2.111111111111111,dry streak,3,"[1, 2, 5, 1, 3, 1, 5, 3, 2, 5, 4, 5, 1, 1, 1, 4, 1, 1, 1, 3, 1]","[1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 7, 1, 1, 1, 3, 3, 1, 4, 3, 4, 1]",2.4285714285714284,2.0,strikeout streak,1,
Eli White,whiteel04,[1],"[2, 3]",1.0,2.5,dry streak,3,"[3, 1]",[2],2.0,2.0,strikeout streak,1,
Greg Allen,allengr01,"[1, 2, 2]","[1, 4, 12]",1.6666666666666667,5.666666666666667,hit streak,2,"[1, 1, 3, 1, 1, 1]","[3, 1, 1, 3, 3, 1, 2]",1.3333333333333333,2.0,no strikeout streak,2,
Ben Gamel,gamelbe01,"[1, 2]","[1, 2]",1.5,1.5,dry streak,2,[2],[4],2.0,4.0,no strikeout streak,4,
Tommy La Stella,lasteto01,"[1, 1, 1, 1]","[1, 3, 1, 1, 2]",1.0,1.6,dry streak,2,"[2, 1, 1]","[1, 2, 4, 1]",1.3333333333333333,2.0,no strikeout streak,1,
Joc Pederson,pederjo01,"[1, 5, 2, 1, 4, 1, 1, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 4, 2, 2, 3, 2, 1, 1, 2, 1, 2, 1, 1, 3, 3, 2]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 3, 1, 2, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 3]",1.911764705882353,1.4857142857142858,dry streak,3,"[2, 2, 1, 1, 1, 2, 1, 2, 1, 3, 2, 4, 1, 3, 2, 1, 1, 1, 3, 1, 1, 2, 2, 2, 2, 2, 1, 2, 5, 1]","[2, 1, 1, 2, 1, 1, 2, 1, 2, 4, 1, 4, 1, 1, 1, 2, 2, 1, 6, 3, 1, 3, 2, 3, 5, 1, 5, 1, 1, 1]",1.8333333333333333,2.066666666666667,no strikeout streak,1,
David Peralta,peralda01,"[2, 1, 2, 3, 1, 2, 5, 1, 1, 8, 2, 5, 9, 1, 1, 1, 4, 1, 2, 4, 3, 1, 1, 1, 2, 1, 2, 1, 1]","[5, 2, 3, 4, 2, 2, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 4, 1, 1, 1, 2, 1, 1, 3, 2, 5, 2, 1]",2.3793103448275863,2.0,dry streak,1,"[1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 4, 2, 2, 1, 1, 1, 1, 2, 1, 4, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 4, 2, 1, 1, 2]","[2, 1, 1, 4, 1, 1, 2, 2, 7, 1, 2, 1, 4, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 4, 2, 4, 1, 2, 1, 3, 1, 1, 1, 1, 1]",1.5405405405405406,1.8918918918918919,strikeout streak,2,
Blake Rutherford,ruthebl01,"[1, 2]","[5, 1, 7]",1.5,4.333333333333333,dry streak,7,"[2, 2, 1, 1]","[2, 1, 3, 4]",1.5,2.5,no strikeout streak,4,
Leody Taveras,taverle01,"[1, 1, 1, 3, 1, 4, 5, 3, 7, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 1, 3, 1, 2, 4, 1, 3, 1, 1, 1, 6, 2, 4, 5, 2, 3, 2]","[1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1]",2.3157894736842106,1.2894736842105263,hit streak,2,"[3, 1, 5, 2, 2, 2, 2, 1, 1, 1, 2, 3, 1, 5, 1, 3, 2, 1, 4, 4, 2, 2, 5, 1, 6, 2, 1, 1, 3, 1, 3]","[3, 4, 1, 1, 4, 1, 1, 1, 2, 1, 2, 7, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 5]",2.3548387096774195,2.064516129032258,no strikeout streak,5,
Taylor Walls,wallsta01,"[2, 4, 4, 1, 1, 2, 1, 1, 2, 1, 1, 2, 3, 4, 1, 4, 2, 4, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 2, 4, 9, 1, 2, 1, 5, 3, 2, 1, 3, 2, 2]",1.9565217391304348,2.217391304347826,hit streak,1,"[1, 4, 1, 3, 6, 2, 2, 5, 2, 7, 2, 3, 1, 4, 1, 3, 2, 3, 1, 2, 2]","[1, 5, 2, 2, 1, 3, 1, 2, 3, 1, 3, 2, 1, 3, 1, 1, 2, 1, 1, 1, 2]",2.7142857142857144,1.8571428571428572,strikeout streak,2,
Anthony Bemboom,bemboan01,"[1, 1]","[3, 1]",1.0,2.0,hit streak,1,"[1, 1]","[2, 2]",1.0,2.0,strikeout streak,1,
C.J. Cron,croncj01,"[3, 3, 2, 3, 1, 6, 1, 2, 1, 4, 2, 1, 14, 2, 1, 1]","[4, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1]",2.9375,1.5,dry streak,1,"[2, 6, 9, 3, 1, 3, 2, 1, 4, 5, 1, 8, 2]","[3, 1, 3, 2, 2, 3, 4, 1, 1, 1, 2, 1]",3.6153846153846154,2.0,strikeout streak,2,
Isiah Kiner-Falefa,kineris01,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 4, 6, 1, 2, 4, 3, 2, 6, 2, 6, 1, 2, 1, 1, 1, 2]","[5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 3, 1, 4, 2, 1, 3, 3, 1, 2, 2, 1, 1, 1, 2, 2, 1]",2.0344827586206895,1.7333333333333334,dry streak,1,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 2, 4, 5, 1, 1]","[3, 5, 1, 3, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 6, 4, 2, 2, 2, 1, 2, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2, 1]",1.53125,1.9375,strikeout streak,1,
Luke Maile,mailelu01,"[2, 3, 1, 3, 1, 1, 2, 2, 1, 2, 2, 4, 1, 2, 1, 2]","[2, 4, 1, 2, 1, 1, 3, 3, 2, 7, 2, 1, 2, 3, 2, 4]",1.875,2.5,hit streak,2,"[5, 1, 3, 1, 6, 4, 1, 1, 1, 1, 3, 2, 1, 2, 3, 2, 1]","[1, 4, 1, 3, 5, 2, 1, 2, 1, 3, 1, 1, 1, 2, 1, 1, 2]",2.235294117647059,1.8823529411764706,no strikeout streak,2,
Francisco Mejia,mejiafr01,"[1, 1, 1, 1, 3, 2, 1, 1, 5, 4, 1, 4, 1]","[3, 2, 1, 3, 1, 1, 1, 3, 1, 5, 2, 1]",2.0,2.0,hit streak,1,"[1, 1, 7, 2, 2, 2, 1, 2, 4, 1, 1, 2]","[2, 1, 1, 3, 2, 1, 3, 1, 3, 1, 1, 5]",2.1666666666666665,2.0,no strikeout streak,5,
Chadwick Tromp,trompch01,[2],"[3, 1]",2.0,2.0,dry streak,1,"[2, 2]",[2],2.0,2.0,strikeout streak,2,
Jesse Winker,winkeje01,"[3, 4, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1]","[1, 1, 1, 2, 2, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 1, 1]",1.588235294117647,2.0,hit streak,1,"[1, 1, 4, 2, 1, 1, 7, 3, 4, 4, 4, 1, 2]","[3, 3, 2, 1, 1, 2, 3, 1, 1, 5, 2, 1, 1]",2.6923076923076925,2.0,no strikeout streak,1,
Mookie Betts,bettsmo01,"[5, 4, 1, 3, 2, 6, 3, 3, 8, 1, 4, 11, 2, 1, 5, 1, 7, 15, 15, 3, 1, 1, 1, 3, 2, 2]","[1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2]",4.230769230769231,1.3846153846153846,hit streak,2,"[2, 3, 5, 1, 2, 6, 4, 1, 3, 7, 3, 1, 2, 5, 4, 2, 1, 5, 3, 2, 5, 2, 3, 1, 1, 1, 2, 3, 1, 2, 1, 1]","[2, 3, 1, 2, 1, 1, 1, 4, 2, 4, 2, 1, 1, 1, 5, 3, 2, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 1, 1, 2, 3]",2.65625,1.967741935483871,strikeout streak,1,
Javier Baez,baezja01,"[1, 1, 1, 10, 1, 2, 5, 5, 4, 1, 2, 3, 6, 3, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 2, 3, 2, 2, 1, 2]","[2, 4, 2, 1, 1, 1, 1, 4, 2, 1, 3, 1, 1, 4, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 4, 4, 1, 1]",2.272727272727273,1.78125,hit streak,2,"[3, 1, 2, 1, 3, 1, 3, 2, 1, 2, 10, 6, 9, 2, 3, 1, 3, 2, 1, 1, 4, 1, 5, 6, 1, 1, 2, 2, 1]","[1, 1, 2, 2, 2, 3, 6, 2, 1, 1, 1, 1, 4, 1, 2, 2, 1, 2, 3, 1, 1, 2, 3, 1, 1, 1, 1, 3]",2.7586206896551726,1.8571428571428572,strikeout streak,1,
Joey Wendle,wendljo01,"[1, 2, 2, 2, 1, 1, 1, 7, 2, 4, 1, 3, 1, 1, 1, 3, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1]","[4, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 10, 1, 2, 1, 3, 3, 4, 3, 2, 7]",1.7777777777777777,2.25,dry streak,7,"[1, 2, 4, 1, 2, 1, 2, 2, 2, 1, 1, 3, 1, 3, 5, 2, 1, 2, 3, 1, 1, 2, 1, 2, 1, 1]","[2, 2, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1, 3, 1, 6, 2, 1, 4, 2, 1, 3, 1, 6, 7, 1, 1, 5]",1.8461538461538463,2.3333333333333335,no strikeout streak,5,
Tommy Pham,phamth01,"[2, 3, 1, 2, 2, 1, 1, 1, 5, 7, 2, 6, 3, 1, 2, 1, 15, 1, 3, 1, 2, 6, 3, 1]","[2, 3, 1, 8, 7, 2, 1, 2, 1, 1, 1, 1, 1, 4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1]",3.0,2.08,dry streak,1,"[1, 1, 2, 1, 1, 2, 4, 1, 1, 2, 8, 1, 7, 1, 1, 3, 1, 1, 8, 1, 1, 7, 1, 2, 2, 2, 1, 3, 1, 2]","[3, 1, 5, 1, 1, 2, 1, 3, 2, 3, 2, 2, 1, 3, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 3, 2, 2, 1, 1]",2.3333333333333335,1.8620689655172413,strikeout streak,2,
DJ LeMahieu,lemahdj01,"[7, 3, 1, 4, 1, 8, 4, 1, 4, 1, 2, 1, 3, 2, 4, 7, 4, 2, 10, 5, 3, 4, 6, 3]","[2, 2, 1, 1, 3, 1, 3, 1, 1, 1, 3, 1, 2, 1, 4, 1, 2, 1, 3, 2, 1, 3, 1]",3.75,1.7826086956521738,hit streak,3,"[2, 5, 7, 9, 8, 4, 1, 1, 3, 1, 4, 1, 2, 1, 1, 3, 7, 4, 2, 2, 6, 1, 2, 4, 5]","[1, 1, 3, 4, 1, 2, 1, 1, 2, 1, 4, 2, 1, 5, 2, 1, 1, 3, 1, 3, 1, 2, 1, 1]",3.44,1.875,strikeout streak,5,
Christian Arroyo,arroych01,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 6, 1, 1, 1, 1, 1]","[4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 4, 1, 1, 1, 3, 1, 1]",1.4545454545454546,1.5454545454545454,dry streak,1,"[3, 2, 5, 2, 1, 2, 6, 1, 4, 4, 1, 2, 2, 1, 1]","[1, 4, 4, 1, 3, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1]",2.466666666666667,1.9333333333333333,no strikeout streak,1,
Isaac Paredes,paredis01,"[1, 2, 2, 3, 1, 1, 1, 4, 1, 1, 1, 6, 5, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 4, 8, 2, 1, 3, 3, 1]","[1, 2, 1, 2, 1, 3, 1, 1, 2, 1, 1, 4, 2, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 4, 2]",1.925,1.564102564102564,hit streak,1,"[1, 1, 1, 1, 4, 3, 1, 2, 1, 1, 1, 2, 1, 5, 2, 1, 2, 2, 5, 8, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 6]","[1, 1, 1, 1, 1, 1, 5, 1, 4, 2, 1, 4, 2, 1, 1, 1, 1, 2, 1, 7, 2, 2, 1, 1, 1, 1, 4, 3, 2, 2, 1, 2, 1, 1, 1, 1]",2.0277777777777777,1.8055555555555556,strikeout streak,6,
Luis Rengifo,rengilu01,"[2, 1, 1, 2, 3, 2, 1, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 4, 1, 1, 1, 5, 3, 1, 7, 1, 1, 1, 14]","[3, 2, 1, 1, 2, 1, 1, 1, 4, 1, 2, 2, 2, 4, 1, 3, 2, 2, 4, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1]",2.2580645161290325,1.75,dry streak,1,"[2, 6, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 3, 1, 1, 7, 1, 2, 4, 2, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 2]","[4, 2, 4, 4, 1, 2, 3, 3, 1, 2, 3, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 4, 3, 2]",1.875,2.0,no strikeout streak,2,
Bo Bichette,bichebo01,"[5, 5, 2, 3, 2, 3, 2, 6, 1, 4, 9, 4, 3, 2, 13, 6, 5, 11, 1, 1, 1, 1, 2, 3]","[1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 5, 1, 1, 4, 1, 1, 1]",3.9583333333333335,1.4782608695652173,hit streak,3,"[1, 4, 1, 3, 1, 2, 2, 4, 2, 1, 1, 2, 2, 2, 1, 2, 6, 1, 6, 3, 8, 4, 2, 2, 1, 2, 1, 5, 4]","[2, 2, 6, 2, 1, 1, 1, 1, 1, 1, 2, 1, 4, 3, 1, 1, 2, 3, 2, 1, 2, 1, 4, 1, 1, 2, 2, 1, 1]",2.6206896551724137,1.8275862068965518,no strikeout streak,1,
Eddie Rosario,rosared01,"[2, 1, 3, 1, 5, 10, 1, 2, 1, 7, 2, 5, 3, 1, 1, 2, 3, 1, 1, 2, 1, 1, 5, 1, 5, 3, 1, 6, 2, 2]","[1, 1, 4, 3, 2, 1, 1, 2, 3, 1, 1, 3, 1, 1, 1, 3, 2, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 6]",2.7,1.8333333333333333,hit streak,2,"[1, 1, 3, 7, 3, 2, 1, 3, 1, 2, 3, 1, 1, 7, 1, 7, 2, 2, 3, 5, 3, 2, 1, 1, 2, 1, 3, 5, 3]","[2, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1, 3, 2, 3, 5, 1, 2, 2, 1, 2, 1, 3, 3, 2, 1, 4, 5, 1]",2.6551724137931036,2.0344827586206895,no strikeout streak,1,
Michael Conforto,confomi01,"[1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 5, 1, 5, 2, 1, 1, 1, 1, 1, 3, 1, 5, 3, 5, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1]","[2, 1, 1, 4, 1, 2, 1, 1, 6, 1, 1, 1, 1, 1, 1, 2, 1, 2, 5, 2, 3, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 1, 3]",1.7941176470588236,1.8181818181818181,hit streak,1,"[8, 1, 8, 3, 2, 1, 1, 1, 4, 1, 5, 2, 4, 2, 1, 1, 1, 2, 1, 3, 4, 5, 4, 1, 1, 1, 1]","[1, 2, 1, 1, 1, 6, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 4, 6, 1, 1, 3, 1, 3]",2.5555555555555554,1.9259259259259258,no strikeout streak,3,
Gleyber Torres,torregl01,"[1, 6, 2, 1, 1, 5, 3, 7, 3, 1, 12, 3, 1, 4, 1, 2, 4, 1, 15, 1, 11, 2, 1, 3, 3, 4, 4, 1, 3, 2]","[1, 1, 4, 2, 1, 2, 1, 2, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1]",3.6,1.5517241379310345,hit streak,2,"[1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 3, 1, 4, 1, 1, 1, 1, 2, 2, 4, 1, 2, 1, 1, 2, 1, 9, 1, 2, 1, 1, 4, 3, 4]","[1, 2, 3, 1, 1, 2, 2, 1, 4, 3, 1, 3, 1, 2, 1, 1, 3, 1, 3, 4, 2, 1, 1, 1, 1, 1, 1, 3, 4, 1, 2, 2, 1, 4, 1, 2, 1, 1, 1, 2, 1]",1.9268292682926829,1.8048780487804879,strikeout streak,4,
